,tweet,clean_tweets,only_english_words,company,brand,emotion,emotion_textblob,subjectivity_tweet,subjectivity_clean,subjectivity_english,polarity_tweet,polarity_clean,polarity_english,target
2292,The last broadcast OR Your mom has an iPad   SXSW,the last broadcast or your mom has an ipad   sxsw,the last broadcast or your an,iPad,Apple,No emotion toward brand or product,No emotion toward brand or product,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,2
2293,want Gun Bros for Android  want to play it on  XperiaPlay  Find me  mention for a download card  SXSW   link ,want gun bros for android  want to play it on  xperiaplay  find me  mention for a download card  sxsw   link ,want gun for android want to play it on find me mention for a card link,Android,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2294,Play Gun Bros on an xperia play at Google League event and parking lot of  teamandroid event on  xperiaplay Sunday  sxsw  mention,play gun bros on an xperia play at google league event and parking lot of  teamandroid event on  xperiaplay sunday  sxsw  mention,play gun on an play at league event and parking lot of event on mention,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2295,Google Labs' Fusion Tables made Election Day Foursquare visualization possible  SXSW ^PR,google labs  fusion tables made election day foursquare visualization possible  sxsw  pr,fusion tables made election day foursquare visualization possible,Google,Google,Positive emotion,No emotion toward brand or product,1.0,1.0,1.0,0.0,0.0,0.0,1
2296,pubsubhubbub is an interesting way to cache some load off your web server  link  via  mention  fsw  sxsw,pubsubhubbub is an interesting way to cache some load off your web server  link  via  mention  fsw  sxsw,is an interesting way to cache some load off your web server link via mention,,Other,No emotion toward brand or product,Positive emotion,0.5,0.5,0.5,0.5,0.5,0.5,2
2297,I'm late but finally here at  gsdm  google  SXSW great surprise to b greeted by the lovely Lindsay stillman  Gonna b a good night ,i m late but finally here at  gsdm  google  sxsw great surprise to b greeted by the lovely lindsay stillman  gonna b a good night ,i m late but finally here at great surprise to b by the lovely stillman b a good night,Google,Google,Positive emotion,Positive emotion,0.74,0.74,0.74,0.33999999999999997,0.33999999999999997,0.33999999999999997,1
2298,Everyone buy  mention an app for his new iPad on this day of his birth  Happy  happy   SXSW  gsdm,everyone buy  mention an app for his new ipad on this day of his birth  happy  happy   sxsw  gsdm,everyone buy mention an for his new on this day of his birth happy happy,iPad,Apple,Positive emotion,Positive emotion,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.5787878787878787,0.5787878787878787,0.5787878787878787,1
2299,Should I buy an iPad for  mention at the makeshift  sxsw Apple Store on launch day  Fuck no  I respect him too much     wwsxsw,should i buy an ipad for  mention at the makeshift  sxsw apple store on launch day  fuck no  i respect him too much     wwsxsw,should i buy an for mention at the makeshift apple store on launch day no i respect him too much,Apple,Apple,Negative emotion,Positive emotion,0.4,0.4,0.2,-0.1,-0.1,0.2,0
2300,Everyone buying iPad 2's  I feel like a dinosaur with version  my blackberry and pc  Sxsw is like an Apple convention  sxsw,everyone buying ipad   s  i feel like a dinosaur with version  my blackberry and pc  sxsw is like an apple convention  sxsw,everyone s i feel like a dinosaur with version my blackberry and is like an apple convention,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2301,Reminded by  mention abt the value of Google Zeitgeist  link   sxsw,reminded by  mention abt the value of google zeitgeist  link   sxsw,by mention the value of link,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2302,The walk by Lady Bird Lake was lovely  but Google Maps travel times are not to be trusted   SXSW,the walk by lady bird lake was lovely  but google maps travel times are not to be trusted   sxsw,the walk by lady bird lake was lovely but travel times are not to be,Google,Google,Negative emotion,Positive emotion,0.75,0.75,0.75,0.5,0.5,0.5,0
2303, quot    by the law of averages  better than Buzz quot  RT  mention  quot Google Circles will be         quot    sxsw, quot    by the law of averages  better than buzz quot  rt  mention  quot google circles will be         quot    sxsw,quot by the law of better than buzz quot mention quot will be quot,Google,Google,Positive emotion,Positive emotion,0.5,0.5,0.5,0.5,0.5,0.5,1
2304, inspiredbyprint  sxsw Oh burn  Comparing iPad's skeumorpism to magic cap and Bob , inspiredbyprint  sxsw oh burn  comparing ipad s skeumorpism to magic cap and bob ,oh burn s to magic cap and bob,,Other,No emotion toward brand or product,Positive emotion,1.0,1.0,1.0,0.5,0.5,0.5,2
2305, link   TC  google  sxsw Marissa Mayer  40  Of Google Maps Usage Is Mobile  And There Are 150 Million     link , link   tc  google  sxsw marissa mayer     of google maps usage is mobile  and there are   million     link ,link of usage is mobile and there are million link,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2306,Optimistic  Ohio  SXSW  Google pay per click management     link ,optimistic  ohio  sxsw  google pay per click management     link ,optimistic pay per click management link,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2307,Wicked pic I got of  mention  Duncan Jones  before I got to shake his hand   SXSW    link ,wicked pic i got of  mention  duncan jones  before i got to shake his hand   sxsw    link ,wicked pic i got of mention before i got to shake his hand link,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2308,Free music on iTunes  SXSW  Featured Artists    link   iTunes  SXSW,free music on itunes  sxsw  featured artists    link   itunes  sxsw,free music on featured link,,Other,No emotion toward brand or product,Positive emotion,0.8,0.8,0.8,0.4,0.4,0.4,2
2309,Awkward JC Penneys question asked to Marissa Mayer  apparently JC Penney locations are being re routed to Macys in Google maps   SXSW,awkward jc penneys question asked to marissa mayer  apparently jc penney locations are being re routed to macys in google maps   sxsw,awkward question to apparently are being re to in,Google,Google,No emotion toward brand or product,Negative Emotion,0.675,0.675,0.675,-0.27499999999999997,-0.27499999999999997,-0.27499999999999997,2
2310,The ironic tee has been usurped by the iPad 2 as the hipster geek start up chic fashion item at this year's  SXSW,the ironic tee has been usurped by the ipad   as the hipster geek start up chic fashion item at this year s  sxsw,the tee been by the as the geek start up chic fashion item at this year s,iPad,Apple,Positive emotion,No emotion toward brand or product,0.9,0.9,0.0,0.2,0.2,0.0,1
2311, Cloud  VC This Post Has Nothing to do with  SXSW  2x startup Founder  amp  CEO who has gone to the Dark Side o     link   TCN, cloud  vc this post has nothing to do with  sxsw    startup founder  amp  ceo who has gone to the dark side o     link   tcn,cloud this post nothing to do with founder who gone to the dark side o link,,Other,No emotion toward brand or product,Negative Emotion,0.4,0.4,0.4,-0.15,-0.15,-0.15,2
2312,woohoo  cc   mention  mention RT  mention Apple to Open Pop Up Shop at  SXSW [REPORT]    link ,woohoo  cc   mention  mention rt  mention apple to open pop up shop at  sxsw  report     link ,woohoo mention mention mention apple to open pop up shop at report link,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.5,0.5,0.5,0.0,0.0,0.0,2
2313,Game logic  Agency behaviour  Monkey mind control  The Ogilvy  AUSXSW podcast from  SXSW Day One  link ,game logic  agency behaviour  monkey mind control  the ogilvy  ausxsw podcast from  sxsw day one  link ,game logic agency behaviour monkey mind control the from day one link,,Other,No emotion toward brand or product,Negative Emotion,0.2,0.2,0.2,-0.225,-0.225,-0.225,2
2314,Chris Sacca Tweets Out A Fake  SXSW Beta Invite  Follower Swarm Ensues   TechCrunch  Chris Sacca Tweets O     link   apple,chris sacca tweets out a fake  sxsw beta invite  follower swarm ensues   techcrunch  chris sacca tweets o     link   apple,out a fake beta invite follower swarm o link apple,Apple,Apple,No emotion toward brand or product,Negative Emotion,1.0,1.0,1.0,-0.5,-0.5,-0.5,2
2315,Chris Sacca Tweets Out A Fake  SXSW Beta Invite  Follower Swarm Ensues  link ,chris sacca tweets out a fake  sxsw beta invite  follower swarm ensues  link ,out a fake beta invite follower swarm link,,Other,No emotion toward brand or product,Negative Emotion,1.0,1.0,1.0,-0.5,-0.5,-0.5,2
2316,Chris Sacca Tweets Out A Fake  SXSW Beta Invite  Follower Swarm Ensues  link   ipad,chris sacca tweets out a fake  sxsw beta invite  follower swarm ensues  link   ipad,out a fake beta invite follower swarm link,iPad,Apple,No emotion toward brand or product,Negative Emotion,1.0,1.0,1.0,-0.5,-0.5,-0.5,2
2317,ipadi alacagimiz yer belli oldu   Apple to Open Pop Up Shop at Austin  SXSW  link  via  mention  mention,ipadi alacagimiz yer belli oldu   apple to open pop up shop at austin  sxsw  link  via  mention  mention,yer apple to open pop up shop at link via mention mention,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.5,0.5,0.5,0.0,0.0,0.0,2
2318,The iPad calendar   The Frankeninterface  Designed as one interface metaphor but uses another   tapworthy  sxsw,the ipad calendar   the frankeninterface  designed as one interface metaphor but uses another   tapworthy  sxsw,the calendar the designed as one interface metaphor but another,iPad,Apple,Negative emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,0
2319, SXSW  macallan A formula for a successful day at SXSW   good sessions  my iPad  and a glass of MacAllan single malt   link , sxsw  macallan a formula for a successful day at sxsw   good sessions  my ipad  and a glass of macallan single malt   link ,a formula for a successful day at good sessions my and a glass of single malt link,iPad,Apple,Positive emotion,Positive emotion,0.5880952380952381,0.5880952380952381,0.5880952380952381,0.4595238095238095,0.4595238095238095,0.4595238095238095,1
2320,I knew Localmind by  mention was a hit  It's getting huge press at  SXSW  We reviewed it earlier here   link   localmind,i knew localmind by  mention was a hit  it s getting huge press at  sxsw  we reviewed it earlier here   link   localmind,i knew by mention was a hit it s getting huge press at we it here link,,Other,No emotion toward brand or product,Positive emotion,0.7,0.7,0.9,0.20000000000000004,0.20000000000000004,0.4000000000000001,2
2321, mention Can not wait for  iPad 2 also  They should sale them down at  SXSW , mention can not wait for  ipad   also  they should sale them down at  sxsw ,mention can not wait for also they should sale them down at,iPad,Apple,Positive emotion,Negative Emotion,0.2888888888888889,0.2888888888888889,0.2888888888888889,-0.15555555555555559,-0.15555555555555559,-0.15555555555555559,1
2322," mention can one of your shirts say  winning   Rofl  

 angrybirds  iPhone  iPad  SXSW"," mention can one of your shirts say  winning   rofl  

 angrybirds  iphone  ipad  sxsw",mention can one of your say winning,iPhone,Apple,No emotion toward brand or product,Positive emotion,0.825,0.825,0.75,0.65,0.65,0.5,2
2323, mention Can we make you an iPhone case with TTYE on it just in time for  sxsw  We want to show our support , mention can we make you an iphone case with ttye on it just in time for  sxsw  we want to show our support ,mention can we make you an case with on it just in time for we want to show our support,iPhone,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2324,"Bisotã¢ location  mention 06 10  3 16 
Austin  TX  USA 
 link  
 SXSW platform 2011 is killing     link ","bisotã¢ location  mention          
austin  tx  usa 
 link  
 sxsw platform   is killing     link ", ¢ location mention link platform is killing link,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2325,Music  Location  mobile recording  meet  mention    ios and  android updates in time for  sxsw   link ,music  location  mobile recording  meet  mention    ios and  android updates in time for  sxsw   link ,music location mobile recording meet mention and android in time for link,Android,Google,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
2326,RT NicoRiccelli  Google to Launch Major New Social Network Called Circles   link    sxsw    Google denies this ,rt nicoriccelli  google to launch major new social network called circles   link    sxsw    google denies this ,to launch major new social network link this,Google,Google,No emotion toward brand or product,Positive emotion,0.34040404040404043,0.34040404040404043,0.34040404040404043,0.0773989898989899,0.0773989898989899,0.0773989898989899,2
2327,Clear +succinct visions make for great UX  think Apple  Google  Intuit  we've seemed to forget the 'heart' of caring purpose  sxsw  rhjr ux5,clear  succinct visions make for great ux  think apple  google  intuit  we ve seemed to forget the  heart  of caring purpose  sxsw  rhjr  ,clear succinct make for great think apple intuit we to forget the heart of purpose,Apple & Google,Other,No emotion toward brand or product,Positive emotion,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.45,0.45,0.45,2
2328,Open source geo hashing coming soon from  mention being used by  mention developers called S2  SXSW,open source geo hashing coming soon from  mention being used by  mention developers called    sxsw,open source geo coming soon from mention being used by mention,,Other,No emotion toward brand or product,No emotion toward brand or product,0.5,0.5,0.5,0.0,0.0,0.0,2
2329,LiquidSpace Launches iPhone App  Mobile Marketplace for Workspace  sxsw    mention  link ,liquidspace launches iphone app  mobile marketplace for workspace  sxsw    mention  link ,mobile for mention link,iPhone,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2330," techcrunch  google Chris Sacca Tweets Out A Fake  SXSW Beta Invite  Follower Swarm Ensues  
     link   facebook  mention"," techcrunch  google chris sacca tweets out a fake  sxsw beta invite  follower swarm ensues  
     link   facebook  mention",out a fake beta invite follower swarm link mention,Google,Google,No emotion toward brand or product,Negative Emotion,1.0,1.0,1.0,-0.5,-0.5,-0.5,2
2331, techcrunch  google LaunchRock And Vencorps Want To Give  30K To The ÛÏBestÛ Startups  SXSW  L     link   facebook  mention, techcrunch  google launchrock and vencorps want to give    to the ûïbestû startups  sxsw  l     link   facebook  mention,and want to give to the    l link mention,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2332, techcrunch  google This Post Has Nothing to do with  SXSW  EditorÛªs Note  This is a guest po     link   facebook  mention, techcrunch  google this post has nothing to do with  sxsw  editorûªs note  this is a guest po     link   facebook  mention,this post nothing to do with editor  note this is a guest po link mention,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2333,Saw a bunch of security guards playing with iPads at the apple store after hours last night  sxsw  link ,saw a bunch of security guards playing with ipads at the apple store after hours last night  sxsw  link ,saw a bunch of security with at the apple store after last night link,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,2
2334,The lawn chair  perfect for keyboards  That's Dan's  drummer for Mist Giant  sxsw Location   link      link ,the lawn chair  perfect for keyboards  that s dan s  drummer for mist giant  sxsw location   link      link ,the lawn chair perfect for that s dan s drummer for mist giant location link link,,Other,No emotion toward brand or product,Positive emotion,1.0,1.0,1.0,0.5,0.5,0.5,2
2335, sxsw  enchantment   mention  quot Bright spot for Apple  Pagemaker saved Apple  I believe in God b c no other explanation of Apple survival, sxsw  enchantment   mention  quot bright spot for apple  pagemaker saved apple  i believe in god b c no other explanation of apple survival,enchantment mention quot bright spot for apple saved apple i believe in god b c no other explanation of apple survival,Apple,Apple,No emotion toward brand or product,Positive emotion,0.5874999999999999,0.5874999999999999,0.5874999999999999,0.38125000000000003,0.38125000000000003,0.38125000000000003,2
2336, sxsw  enchantment   mention  quot Do I get special treatment by Apple  No  I'm standing in line at Apple Store right with you  quot , sxsw  enchantment   mention  quot do i get special treatment by apple  no  i m standing in line at apple store right with you  quot ,enchantment mention quot do i get special treatment by apple no i m standing in line at apple store right with you quot,Apple,Apple,No emotion toward brand or product,Positive emotion,0.5535714285714286,0.5535714285714286,0.5535714285714286,0.3214285714285714,0.3214285714285714,0.3214285714285714,2
2337, sxsw  enchantment   mention  quot Early Apple days  Any flight over 2h qualifies for 1st class  quot   quot When does 2h start  When leaving apt quot , sxsw  enchantment   mention  quot early apple days  any flight over   qualifies for   class  quot   quot when does   start  when leaving apt quot ,enchantment mention quot early apple days any flight over for class quot quot when does start when leaving apt quot,Apple,Apple,No emotion toward brand or product,Positive emotion,0.65,0.65,0.65,0.35,0.35,0.35,2
2338, sxsw  enchantment   mention  quot It's like saying  please don't register  Just go to Google  quot   Hahah, sxsw  enchantment   mention  quot it s like saying  please don t register  just go to google  quot   hahah,enchantment mention quot it s like saying please don t register just go to quot,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2339, sxsw  enchantment   mention  quot No one uses Windows voluntarily  quot   quot Apple is greatest collection of egomaniacs in history  quot  haha, sxsw  enchantment   mention  quot no one uses windows voluntarily  quot   quot apple is greatest collection of egomaniacs in history  quot  haha,enchantment mention quot no one voluntarily quot quot apple is collection of in history quot,Apple,Apple,Negative emotion,No emotion toward brand or product,0.65,0.65,0.0,0.6,0.6,0.0,0
2340, sxsw  enchantment   mention  quot Sell your dream  Steve Jobs doesn't say  iPhone is  188 of parts+AT amp T  made by ppl in suicidal Chinese, sxsw  enchantment   mention  quot sell your dream  steve jobs doesn t say  iphone is    of parts at amp t  made by ppl in suicidal chinese,enchantment mention quot sell your dream t say is of at t made by in suicidal,iPhone,Apple,Negative emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,0
2341, sxsw  enchantment   mention  quot Wouldn't let Apple II people in our building [where they were building Macs] quot , sxsw  enchantment   mention  quot wouldn t let apple ii people in our building  where they were building macs  quot ,enchantment mention quot t let apple people in our building where they were building quot,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2342,My Apple Charger Lanyard hack is getting rave reviews       MonksOfInvention  SxSW  link ,my apple charger lanyard hack is getting rave reviews       monksofinvention  sxsw  link ,my apple charger lanyard hack is getting rave link,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2343, mention check into some of the new chatting texting startups that are coming out of  SXSW  link   re iphone chat client , mention check into some of the new chatting texting startups that are coming out of  sxsw  link   re iphone chat client ,mention check into some of the new chatting that are coming out of link re chat client,,Other,No emotion toward brand or product,Positive emotion,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.13636363636363635,2
2344, mention check it  RT  mention  SXSW FREE App Festival Explorer  find the bands you want to see from your music tastes  link , mention check it  rt  mention  sxsw free app festival explorer  find the bands you want to see from your music tastes  link ,mention check it mention free festival explorer find the you want to see from your music link,iPad or iPhone App,Apple,Positive emotion,Positive emotion,0.8,0.8,0.8,0.4,0.4,0.4,1
2345, mention check out  mention awesome dj skills on the iPad while u are at  SXSW, mention check out  mention awesome dj skills on the ipad while u are at  sxsw,mention check out mention awesome on the while u are at,iPad,Apple,Positive emotion,Positive emotion,1.0,1.0,1.0,1.0,1.0,1.0,1
2346, mention Check out 2011 South by Southwest Interactive iPhone iPad Must have Apps  sites and tools by  mention  link   SXSW, mention check out   south by southwest interactive iphone ipad must have apps  sites and tools by  mention  link   sxsw,mention check out south by southwest interactive must have and by mention link,iPhone,Apple,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
2347, mention Check out a bunch of  free  atx on the  mention Unofficial  SXSW events list  here or for iPhone Android   link , mention check out a bunch of  free  atx on the  mention unofficial  sxsw events list  here or for iphone android   link ,mention check out a bunch of free on the mention unofficial list here or for android link,Iphone & Android,Other,No emotion toward brand or product,Positive emotion,0.8,0.8,0.8,0.4,0.4,0.4,2
2348," mention check out GoogleTV to iPad Apps  The Connected TV Experience
 link   SXSW  ConnectedTV"," mention check out googletv to ipad apps  the connected tv experience
 link   sxsw  connectedtv",mention check out to the connected experience link,iPad,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2349, mention check out our  eventseekr app launching at  sxsw keep updated on parties  Android   link  iPhone app on its way, mention check out our  eventseekr app launching at  sxsw keep updated on parties  android   link  iphone app on its way,mention check out our at keep on android link on its way,Iphone & Android,Other,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
2350, mention check out Smyle  for  Android and the web   Has group chat  shared location and media  and whiteboarding  Thanks   SXSW  app, mention check out smyle  for  android and the web   has group chat  shared location and media  and whiteboarding  thanks   sxsw  app,mention check out for android and the web group chat location and media and thanks,Android,Google,Positive emotion,Positive emotion,0.2,0.2,0.2,0.2,0.2,0.2,1
2351,About to check out  quot mistakes I made building Netflix for iPhone  quot  this is going to be cool  you should always learn from mistakes   sxsw,about to check out  quot mistakes i made building netflix for iphone  quot  this is going to be cool  you should always learn from mistakes   sxsw,about to check out quot i made building for quot this is going to be cool you should always learn from,iPhone,Apple,Positive emotion,Positive emotion,0.65,0.65,0.65,0.35,0.35,0.35,1
2352, mention Check the latest stream at Apple's store at  SXSW  link    ipad2 here I come   PLAYSXSW, mention check the latest stream at apple s store at  sxsw  link      here i come   playsxsw,mention check the latest stream at apple s store at link here i come,Apple,Apple,Positive emotion,Positive emotion,0.9,0.9,0.9,0.5,0.5,0.5,1
2353, mention Check the latest stream at Apple's store at  SXSW  link    iPad2 wait for me   PLAYSXSW, mention check the latest stream at apple s store at  sxsw  link      wait for me   playsxsw,mention check the latest stream at apple s store at link wait for me,Apple,Apple,Positive emotion,Positive emotion,0.9,0.9,0.9,0.5,0.5,0.5,1
2354, mention check the photo feed from Apple store  SXSW   link  thanks to  mention  mention  mention , mention check the photo feed from apple store  sxsw   link  thanks to  mention  mention  mention ,mention check the photo feed from apple store link thanks to mention mention mention,Apple,Apple,No emotion toward brand or product,Positive emotion,0.2,0.2,0.2,0.2,0.2,0.2,2
2355,Just launched the pop up Apple Store at  SXSW  It's our  quot vintage quot  store format  Mostly iPods and snarky employees  Ah  the good old days ,just launched the pop up apple store at  sxsw  it s our  quot vintage quot  store format  mostly ipods and snarky employees  ah  the good old days ,just the pop up apple store at it s our quot vintage quot store format mostly and ah the good old days,Apple,Apple,Negative emotion,Positive emotion,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0
2356, saveustechies panel at  sxsw getting off to a great start with a video on the surui carbon project by google  link , saveustechies panel at  sxsw getting off to a great start with a video on the surui carbon project by google  link ,panel at getting off to a great start with a video on the carbon project by link,Google,Google,Positive emotion,Positive emotion,0.75,0.75,0.75,0.8,0.8,0.8,1
2357,Apple's Schiller  White iPhone will debut in spring  Don't they also try to sell you faster speed cable   SXSW m     link ,apple s schiller  white iphone will debut in spring  don t they also try to sell you faster speed cable   sxsw m     link ,apple s schiller white will debut in spring don t they also try to sell you faster speed cable m link,iPhone,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2358,Best tsotchke at  SxSW so farÛÓmy iPhone was almost out of power and PowerMat gave me a free  fully charged battery   link ,best tsotchke at  sxsw so farûómy iphone was almost out of power and powermat gave me a free  fully charged battery   link ,best at so far  was almost out of power and gave me a free fully battery link,iPhone,Apple,No emotion toward brand or product,Positive emotion,0.55,0.55,0.7000000000000001,0.7,0.7,0.5,2
2359,Stupid technology  You always fail at important times  At  SXSW w  an iPhone  laptop AND Blackberry and the only thing working is my pen ,stupid technology  you always fail at important times  at  sxsw w  an iphone  laptop and blackberry and the only thing working is my pen ,stupid technology you always fail at important times at w an and blackberry and the only thing working is my pen,iPhone,Apple,Negative emotion,Negative Emotion,0.825,0.825,0.825,-0.22499999999999995,-0.22499999999999995,-0.22499999999999995,0
2360,congrats chris  RT  mention  SXSW Interactive Award  Music Category to  quot Wilderness Downtown quot   mention  mention  mentione,congrats chris  rt  mention  sxsw interactive award  music category to  quot wilderness downtown quot   mention  mention  mentione,mention interactive award music category to quot wilderness downtown quot mention mention,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2361,Anna's Social Media Picks of the Week  03 11 11   link  covering social media and Japan  The iPad 2   SXSW and more   ,anna s social media picks of the week          link  covering social media and japan  the ipad     sxsw and more   ,anna s social media of the week link covering social media and japan the and more,iPad,Apple,No emotion toward brand or product,Positive emotion,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.18888888888888888,0.18888888888888888,0.18888888888888888,2
2362,Google Social Media RT  mention We interrupt your regularly scheduled  sxsw geek programming with big news  link ,google social media rt  mention we interrupt your regularly scheduled  sxsw geek programming with big news  link ,social media mention we interrupt your regularly geek with big news link,Google,Google,No emotion toward brand or product,Positive emotion,0.0811965811965812,0.0811965811965812,0.0811965811965812,0.011111111111111112,0.011111111111111112,0.011111111111111112,2
2363,Google Social Network  Circles   coming today at  sxsw   link ,google social network  circles   coming today at  sxsw   link ,social network coming today at link,Google,Google,No emotion toward brand or product,Positive emotion,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,2
2364,It's official  everyone at  sxsw uses an iphone ,it s official  everyone at  sxsw uses an iphone ,it s official everyone at an,,Other,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2365,It's official  people using the iPad 2 to take photos just look weird   SXSW,it s official  people using the ipad   to take photos just look weird   sxsw,it s official people the to take just look weird,iPad,Apple,Negative emotion,Negative Emotion,1.0,1.0,1.0,-0.5,-0.5,-0.5,0
2366,It's official  We'll be presenting  Filmaster for  iPhone in the contest of world's best mobile apps at  SXSW      link ,it s official  we ll be presenting  filmaster for  iphone in the contest of world s best mobile apps at  sxsw      link ,it s official we be for in the contest of world s best mobile at link,iPhone,Apple,Positive emotion,Positive emotion,0.3,0.3,0.3,1.0,1.0,1.0,1
2367,It's Official  An Apple Store has popped up at  SXSW   link ,it s official  an apple store has popped up at  sxsw   link ,it s official an apple store up at link,Apple,Apple,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2368,It's official  I'm buying an iPad   SXSW  elevate,it s official  i m buying an ipad   sxsw  elevate,it s official i m an elevate,iPad,Apple,Positive emotion,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,1
2369, google  circles  sxsw  shice  via  mention  link , google  circles  sxsw  shice  via  mention  link ,shice via mention link,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2370, Google  Circles reveal at that joint session with ACLU tonight  This video doesn't make me think so   link   sxsw  mention, google  circles reveal at that joint session with aclu tonight  this video doesn t make me think so   link   sxsw  mention,reveal at that joint session with tonight this video t make me think so link mention,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2371, Google  Circles   Google's latest Social venture Google Circles reportedly won't be launched at  SXSW today    link , google  circles   google s latest social venture google circles reportedly won t be launched at  sxsw today    link ,s latest social venture reportedly won t be at today link,Google,Google,No emotion toward brand or product,Positive emotion,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.26666666666666666,0.26666666666666666,0.26666666666666666,2
2372, quot Narcissism  amp  challenge of FB Pages quot   link  coupled w   quot Google's Spam Problem quot   link  explain Circles  quot a bit quot    sxsw, quot narcissism  amp  challenge of fb pages quot   link  coupled w   quot google s spam problem quot   link  explain circles  quot a bit quot    sxsw,quot narcissism challenge of quot link coupled w quot s problem quot link explain quot a bit quot,Google,Google,No emotion toward brand or product,No emotion toward brand or product,0.0,0.0,0.0,0.0,0.0,0.0,2
2373,Pretty excited about the Apple Pop Up Store coming to  SXSW  link ,pretty excited about the apple pop up store coming to  sxsw  link ,pretty excited about the apple pop up store coming to link,Apple,Apple,Positive emotion,Positive emotion,0.875,0.875,0.875,0.3125,0.3125,0.3125,1
2374,Pretty excited for  mention iPad session  uxdes  sxsw,pretty excited for  mention ipad session  uxdes  sxsw,pretty excited for mention session,iPad,Apple,Positive emotion,Positive emotion,0.875,0.875,0.875,0.3125,0.3125,0.3125,1
2375,Pretty excited for my iPhone to stop working  sxsw  AT amp T,pretty excited for my iphone to stop working  sxsw  at amp t,pretty excited for my to stop working at t,iPhone,Apple,Negative emotion,Positive emotion,0.875,0.875,0.875,0.3125,0.3125,0.3125,0
2376,really excited for my first panel    tapworthy iPad Design Headaches  Should be awesome   the book is    sxsw  gsdm,really excited for my first panel    tapworthy ipad design headaches  should be awesome   the book is    sxsw  gsdm,really excited for my first panel design should be awesome the book is,iPad,Apple,No emotion toward brand or product,Positive emotion,0.6944444444444443,0.6944444444444443,0.6944444444444443,0.5416666666666666,0.5416666666666666,0.5416666666666666,2
